,price,gameName,gameNumber,topprize,overallodds,topprizestarting,topprizeremain,topprizeavail,extrachances,secondChance,startDate,endDate,lastdatetoclaim,gamePhoto,dateexported,gameURL
24,5,50X The Luck,971,150000,3.68,1,1,,,,"February 20, 2025",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY971CV.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game24
25,1,5X The Win,835,1500,4.92,6,6,,,,"May 15, 2025",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY835CV_v7.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game25
26,2,7.11.21,895,21000,4.39,0,0,Top Prize Claimed,,,"July 20, 2023","July 31, 2025","January 31, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY895CV-V5.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game26
27,5,777,916,77777,3.29,0,0,Top Prize Claimed,,,"December 7, 2023","July 31, 2025","January 31, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY916CV-V4.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game27
28,2,Big Money Spectacular,928,30000,4.49,0,0,Top Prize Claimed,,,"March 28, 2024","October 31, 2025","April 30, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY928CV_v8.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game28
29,3,Bingo,759,25000,3.59,17,17,,,,"June 19, 2020",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/yellow250.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game29
30,5,Black Pearls,836,50000,3.76,2,2,,,,"February 17, 2022","October 31, 2025","April 30, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/Black_Pearl_836.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game30
31,20,Blazing Hot 7's,951,777000,3.63,0,0,Top Prize Claimed,,,"August 29, 2024","July 31, 2025","January 31, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY951-CV.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game31
32,3,Block,847,25000,3.44,0,0,Top Prize Claimed,,,"March 30, 2023",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY847CV_v6.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game32
33,10,Bluegrass Blowout,815,200000,3.12,1,1,,,,"September 2, 2021",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY815CV-V5.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game33
34,3,Bolt Bucks,852,25000,3.68,0,0,Top Prize Claimed,,,"July 14, 2022","July 31, 2025","January 31, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY852CVB.jpg-resize.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game34
35,10,Bonus Blowout,930,550,9.76,328,328,,,,"March 28, 2024",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/Bonus-Blowout.gif,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game35
36,5,Boom,843,100000,3.91,1,1,,,,"May 11, 2023",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY843CV-V8.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game36
37,30,Break Fort Knox,714,3000000,2.48,1,1,,,,"February 22, 2019",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY714CV-V5.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game37
38,10,Cash Blast,927,175000,3.19,0,0,Top Prize Claimed,,,"February 15, 2024","July 31, 2025","January 31, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY927CV.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game38
39,20,Cash Bonus,987,500000,2.61,2,2,,,,"May 15, 2025",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY987CV.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game39
40,10,Cash Double Doubler,886,225000,3.48,1,1,,,,"May 11, 2023",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY886CV.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game40
41,5,Cash Eruption,893,75000,3.63,0,0,Top Prize Claimed,,,"July 20, 2023","July 31, 2025","January 31, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY893CV.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game41
42,5,Clover Cash,924,50000,3.61,1,1,,,,"February 15, 2024",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY924CV.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game42
43,5,Corner Cash Crossword,938,50000,3.41,1,1,,,,"May 9, 2024",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY938CV-V6.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game43
44,3,Crossword,758,25000,3.86,11,11,,,,"July 24, 2020",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/ezgif.com-gif-maker-21.gif,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game44
45,5,Deluxe Crossword Doubler,533,50000,3.96,0,0,Top Prize Claimed,,,"May 21, 2018","July 31, 2025","January 31, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/Deluxe-Crossword-Doubler-533.gif,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game45
46,30,Fastest Road to $3 Million™,757,3000000,2.60,2,2,,,,"February 19, 2021",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/scratchOff_757.gif,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game46
47,20,Feelin' Like A Million Bucks,979,1000000,2.93,1,1,,,,"April 3, 2025",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY979-CV-V5.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game47
48,5,Festive 250's,957,250,3.95,3580,3580,,,,"November 7, 2024","October 31, 2025","April 30, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/$250s.gif,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game48
49,10,Firewolf Crossword,950,150000,3.07,1,1,,,,"August 29, 2024","July 31, 2025","January 31, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/FIrewolf-950.gif,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game49
50,5,Flamingo Bingo,985,80000,3.48,1,1,,,,"May 15, 2025",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY985CV_v4-PEC1.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game50
51,5,Full of $500's Limited Edition,851,500,3.97,1239,1239,,,,"March 31, 2022",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/Fullof500s_851.gif,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game51
52,5,Funky 5's,837,55000,3.78,1,1,,,,"May 12, 2022","October 31, 2025","April 30, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/Funky-5s-837.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game52
53,5,Ghostbusters™,555,50000,3.31,1,1,,,,"August 29, 2024",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/GB-FIrst-4gif.gif,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game53
54,10,Golden Casino,937,200000,3.06,0,0,Top Prize Claimed,,,"May 9, 2024","September 30, 2025","March 31, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY937CV.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game54
55,5,Gold Mine 9X,933,90000,3.39,0,0,Top Prize Claimed,,,"March 28, 2024","September 30, 2025","March 31, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY933CV-V8.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game55
56,10,Gold Rush $10,779,250000,3.45,2,2,,,,"September 4, 2020",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY779-CV-V5x250.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game56
57,30,Gold Rush $30,761,3000000,2.60,1,1,,,,"February 21, 2020",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY761CVx250.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game57
58,20,High Roller,832,1000000,3.66,2,2,,,,"December 2, 2021",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/250_highroller.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game58
59,20,HIT $1000,942,1000,3.16,65,65,,,,"July 18, 2024","September 30, 2025","March 31, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY942-CV.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game59
60,2,HIT $100,945,100,4.27,520,520,,,,"July 18, 2024","July 31, 2025","January 31, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY945-CV.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game60
61,5,HIT $250,944,250,3.52,681,681,,,,"July 18, 2024",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY944CV-V7.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game61
62,30,"HIT $5,000",941,5000,2.23,28,28,,,,"June 13, 2024",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY941CV-V11.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game62
63,10,HIT $600,943,600,3.14,78,78,,,,"July 18, 2024","September 30, 2025","March 31, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY943-CV.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game63
64,10,Hit The Jackpot,868,175000,3.19,1,1,,,,"December 1, 2022",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY868CV-V5.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game64
65,1,Holiday Cash,961,1000,4.56,0,0,Top Prize Claimed,,,"November 7, 2024","September 30, 2025","March 31, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/Holiday-Cash.gif,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game65
66,20,Holiday Gift Pack,535,250000,1.00,1,1,,,,"November 7, 2024","October 31, 2025","April 30, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY-535-HOLIDAY-GIFT-PACK-FRONT.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game66
67,5,Hot 5's,983,55000,3.50,3,3,,,,"May 15, 2025",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY983CV.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game67
