,price,gameName,gameNumber,gameURL,gamePhoto,topprize,overallodds,topprizestarting,topprizeremain,topprizeavail,startDate,endDate,lastdatetoclaim,extrachances,secondChance,dateexported
86,10,Six Figures,894,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game94,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY894CV.jpg,200000,3.19,1.0,1.0,,"July 20, 2023",TBD,TBD,,,12/13/2023
87,5,Spicy Hot Crossword,705,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game95,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY705CV-V1.jpg,50000,3.75,3.0,3.0,,"March 29, 2019",TBD,TBD,,,12/13/2023
88,3,Sugar Skull Cash,902,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game96,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/Sugar-Skulls-CV.png,25000,3.68,0.0,0.0,Top Prize Claimed,"August 31, 2023",TBD,TBD,,,12/13/2023
89,5,Sweetheart Cash,912,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game97,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY912CV.jpg,44000,3.01,4.0,4.0,,"December 7, 2023",TBD,TBD,,,12/13/2023
90,3,The Cash Wheel,829,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game98,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY829CV_v6.jpg,25000,3.69,1.0,1.0,,"January 6, 2022",TBD,TBD,,,12/13/2023
91,20,The Perfect Gift,911,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game99,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY911CV.jpg,250000,2.67,1.0,1.0,,"October 19, 2023",TBD,TBD,,,12/13/2023
92,3,Treasure Hunt,803,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game100,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY803CVV3.jpg,25000,3.70,1.0,1.0,,"June 15, 2023",TBD,TBD,,,12/13/2023
93,10,Triple Jackpot,746,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game101,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/TripleJackpot_746.png,200000,3.45,3.0,3.0,,"March 31, 2022",TBD,TBD,,,12/13/2023
94,5,Ultimate 7s,844,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game102,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY844CV.jpg,77000,3.43,0.0,0.0,Top Prize Claimed,"September 1, 2022",TBD,TBD,,,12/13/2023
95,5,Vegas,866,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game103,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY866CV.jpg,100000,3.51,0.0,0.0,Top Prize Claimed,"December 1, 2022",TBD,TBD,,,12/13/2023
96,10,VIP Platinum,534,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game104,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/VIP-Platinum.gif,250000,3.35,2.0,2.0,,"September 1, 2022",TBD,TBD,,,12/13/2023
97,20,When It's Gold Outside,915,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game105,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY915CV_v9.jpg,500000,2.96,2.0,2.0,,"December 7, 2023",TBD,TBD,,,12/13/2023
98,1,Wild 8's,696,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game106,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY696.gif,8000,4.65,27.0,27.0,,"June 19, 2020",TBD,TBD,,,12/13/2023
99,5,Wild Cash Multiplier,883,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game107,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY883CV-V5.jpg,90000,3.65,1.0,1.0,,"March 30, 2023",TBD,TBD,,,12/13/2023
100,5,Wild Luck HD,850,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game108,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/ezgif.com-gif-maker-2.gif,50000,3.59,1.0,1.0,,"July 14, 2022",TBD,TBD,,,12/13/2023
101,20,Wild Numbers 100X,870,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game109,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY870CV.jpg,500000,3.70,1.0,1.0,,"January 5, 2023",TBD,TBD,,,12/13/2023
102,2,Wild Numbers 10X,874,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game110,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY874CV.jpg,20000,4.81,0.0,0.0,Top Prize Claimed,"January 5, 2023",TBD,TBD,,,12/13/2023
103,3,Wild Numbers 15X,873,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game111,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY873CV-V9.jpg,30000,3.59,0.0,0.0,Top Prize Claimed,"January 5, 2023",TBD,TBD,,,12/13/2023
104,5,Wild Numbers 20X,872,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game112,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY872CV.jpg,100000,3.78,0.0,0.0,Top Prize Claimed,"January 5, 2023","December 31, 2023","June 30, 2024",,,12/13/2023
105,10,Wild Numbers 50X,871,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game113,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY871CV.jpg,250000,3.44,0.0,0.0,Top Prize Claimed,"January 5, 2023",TBD,TBD,,,12/13/2023
106,1,Wild Numbers 5X,875,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game114,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY875CV.jpg,500,4.95,12.0,12.0,,"January 5, 2023",TBD,TBD,,,12/13/2023
107,5,Winner Winner Chicken Dinner,892,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game115,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY892CV.jpg,50000,3.76,1.0,1.0,,"July 20, 2023",TBD,TBD,,,12/13/2023
108,5,Win Win Win,834,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game116,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/Win_Win_Win_Scratch-off_834.gif,100000,3.69,1.0,1.0,,"May 12, 2022",TBD,TBD,,,12/13/2023
